city,propertyType,bedrooms,bathrooms,area,age,parking,furnished,price
Surat,Villa,5,3,3807,0,0,Fully Furnished,27845362
Rajkot,Villa,3,2,4841,5,3,Fully Furnished,28988134
Vadodara,Apartment,3,4,3295,0,3,Unfurnished,14346973
Surat,Villa,4,3,2727,18,1,Fully Furnished,20346918
Jaipur,Villa,1,4,4365,19,1,Unfurnished,33888688
Ahmedabad,Villa,3,4,2475,17,2,Semi Furnished,19183632
Bangalore,Apartment,1,1,1622,7,3,Unfurnished,15948915
Hyderabad,Commercial,5,1,1340,21,3,Fully Furnished,21795714
Rajkot,House,2,3,1293,1,2,Unfurnished,6634612
Surat,Villa,5,4,2212,2,2,Unfurnished,16589188
Surat,Villa,5,2,861,15,2,Fully Furnished,7936071
Ahmedabad,Commercial,2,4,3209,3,0,Fully Furnished,27658369
Jaipur,Villa,1,4,3358,11,3,Fully Furnished,27386715
Ahmedabad,Apartment,5,1,2754,6,1,Unfurnished,13688597
Ahmedabad,House,2,2,2119,4,2,Semi Furnished,12506851
Hyderabad,House,5,2,757,3,1,Semi Furnished,9388026
Bangalore,House,1,2,4380,12,0,Unfurnished,50174729
Ahmedabad,House,4,1,1194,24,1,Unfurnished,6874369
Vadodara,Commercial,1,4,2378,22,1,Semi Furnished,17589094
Delhi,Villa,4,2,4865,21,1,Semi Furnished,79210525
Vadodara,Commercial,3,3,2631,19,1,Fully Furnished,19815620
Rajkot,Commercial,3,4,4886,14,0,Fully Furnished,32302750
Vadodara,Apartment,2,1,4426,12,1,Unfurnished,17954514
Vadodara,House,2,2,915,16,0,Unfurnished,4847385
Delhi,Apartment,3,1,2627,8,2,Fully Furnished,27962795
Vadodara,Apartment,4,4,2181,4,1,Fully Furnished,10649624
Delhi,House,5,4,1085,13,0,Fully Furnished,15282476
Hyderabad,House,3,3,745,1,0,Unfurnished,8081183
Ahmedabad,Apartment,3,2,1164,2,1,Semi Furnished,6491033
Hyderabad,Villa,1,1,1726,11,2,Semi Furnished,23240871
Delhi,Villa,3,3,1804,2,1,Fully Furnished,31180245
Hyderabad,Villa,4,1,1733,5,2,Fully Furnished,24656482
Pune,Commercial,4,1,4654,13,3,Unfurnished,72177490
Jaipur,Apartment,1,3,2512,12,2,Fully Furnished,13565677
Surat,Villa,5,3,4842,4,3,Semi Furnished,35128589
Surat,House,4,2,2707,16,1,Semi Furnished,15080798
Ahmedabad,Villa,3,2,3574,23,0,Fully Furnished,26749088
Hyderabad,Apartment,4,2,2469,13,3,Fully Furnished,22543125
Ahmedabad,House,2,1,997,8,0,Unfurnished,5894502
Mumbai,Apartment,5,1,2643,20,2,Fully Furnished,33652064
Delhi,Commercial,4,2,4724,6,3,Fully Furnished,87328800
Delhi,Apartment,4,3,2484,4,0,Unfurnished,26159517
Jaipur,Villa,2,3,3839,9,1,Unfurnished,30163026
Bangalore,House,3,4,2252,3,2,Semi Furnished,27233959
Hyderabad,Apartment,4,3,3693,5,2,Semi Furnished,32162328
Ahmedabad,House,4,2,3523,10,1,Semi Furnished,20425182
Ahmedabad,Apartment,4,4,3020,13,2,Semi Furnished,15602898
Jaipur,Apartment,2,1,3517,7,1,Semi Furnished,17904256
Vadodara,Commercial,5,1,3284,1,2,Fully Furnished,25338997
Mumbai,House,2,2,2211,24,2,Unfurnished,32490173
Mumbai,Villa,1,4,2317,25,1,Unfurnished,44455832
Surat,Commercial,5,4,1513,17,0,Fully Furnished,13471546
Rajkot,Apartment,2,4,2275,4,3,Fully Furnished,10151211
Rajkot,Apartment,4,1,1129,2,3,Semi Furnished,5959753
Surat,Commercial,5,4,4796,0,0,Unfurnished,37826601
Ahmedabad,Apartment,5,1,3240,24,3,Unfurnished,16056444
Vadodara,Apartment,2,4,3234,15,3,Semi Furnished,13985027
Jaipur,Apartment,4,1,2250,12,2,Fully Furnished,12862589
Vadodara,Apartment,1,3,1080,25,0,Fully Furnished,5037769
Surat,Villa,2,2,3752,16,3,Semi Furnished,26091097
Jaipur,House,4,2,1897,23,1,Unfurnished,11932144
Vadodara,Apartment,2,4,2752,10,2,Semi Furnished,11863272
Surat,Villa,1,3,1565,16,3,Fully Furnished,11761735
Pune,Apartment,3,2,4533,12,3,Semi Furnished,39779110
Delhi,Apartment,1,2,3994,24,0,Unfurnished,39692310
Ahmedabad,House,3,4,3759,19,0,Unfurnished,21078648
Vadodara,Commercial,1,3,2243,3,1,Unfurnished,16337226
Pune,Villa,1,4,4670,17,1,Semi Furnished,64586828
Surat,Commercial,4,4,1668,19,1,Fully Furnished,14561676
Mumbai,Apartment,1,2,2990,17,0,Fully Furnished,36974164
Rajkot,Villa,3,2,4406,21,1,Semi Furnished,25396960
Rajkot,House,3,1,937,3,2,Semi Furnished,5129331
Jaipur,Apartment,5,3,1031,25,2,Semi Furnished,6464408
Ahmedabad,Commercial,3,2,3800,24,3,Fully Furnished,32574126
Mumbai,Commercial,1,3,1689,17,2,Fully Furnished,37910156
Jaipur,House,2,3,1343,9,0,Fully Furnished,9235312
Jaipur,House,2,2,1387,5,1,Semi Furnished,8962275
Bangalore,Commercial,5,1,3840,19,0,Fully Furnished,67634952
Vadodara,Commercial,1,4,3921,0,3,Unfurnished,28551814
Mumbai,House,5,2,3168,21,2,Fully Furnished,47700012
Delhi,House,5,1,2832,0,2,Semi Furnished,35857527
Vadodara,Commercial,3,1,4999,25,1,Semi Furnished,35944127
Delhi,House,4,3,1265,25,3,Fully Furnished,17301672
Pune,Commercial,1,2,622,17,3,Semi Furnished,10194625
Vadodara,House,5,3,3259,24,0,Semi Furnished,16503489
Mumbai,Commercial,5,2,2471,18,2,Fully Furnished,55558709
Ahmedabad,Apartment,2,4,2332,0,0,Fully Furnished,12532861
Bangalore,Commercial,4,1,951,3,3,Fully Furnished,18548973
Surat,Apartment,2,3,708,1,0,Semi Furnished,4402051
Ahmedabad,Villa,1,3,1099,23,2,Unfurnished,8362948
Bangalore,House,5,2,4131,20,3,Fully Furnished,49244025
Ahmedabad,Villa,2,3,2712,0,3,Semi Furnished,21340599
Jaipur,Villa,4,2,976,22,3,Unfurnished,8718486
Bangalore,House,5,2,3322,0,0,Fully Furnished,40436798
Hyderabad,Commercial,1,2,1047,24,2,Unfurnished,15720297
Delhi,Villa,1,2,2125,6,3,Unfurnished,34543519
Vadodara,Villa,3,2,2159,11,3,Unfurnished,14787047
Delhi,Apartment,4,1,2178,5,0,Unfurnished,22626319
Ahmedabad,Commercial,1,2,3956,7,2,Unfurnished,32809048
Hyderabad,Villa,4,1,2059,6,3,Unfurnished,28685751
Mumbai,Villa,3,1,1881,18,2,Unfurnished,36662893
Bangalore,Villa,5,1,1274,13,2,Semi Furnished,20845269
Rajkot,Commercial,2,3,1332,12,3,Fully Furnished,10055142
Vadodara,Commercial,4,2,2029,2,0,Unfurnished,15190330
Hyderabad,House,1,2,2638,16,3,Unfurnished,26730573
Pune,Commercial,5,4,2415,24,3,Unfurnished,38715059
Rajkot,Apartment,5,2,4952,21,2,Semi Furnished,18687573
Pune,House,5,4,687,15,3,Semi Furnished,8957175
Hyderabad,Commercial,1,4,4567,7,3,Fully Furnished,69087582
Ahmedabad,Villa,1,4,4928,4,0,Fully Furnished,36810843
Vadodara,House,3,3,1804,2,3,Fully Furnished,10876541
Ahmedabad,Villa,5,4,1359,21,2,Semi Furnished,11906892
Vadodara,Apartment,5,2,1095,18,1,Semi Furnished,6115951
Bangalore,Commercial,5,1,4876,24,2,Unfurnished,84580446
Jaipur,Villa,5,1,1797,4,0,Semi Furnished,15186518
Jaipur,House,5,4,2554,16,2,Fully Furnished,16997342
Mumbai,Villa,5,1,1188,9,2,Semi Furnished,24906799
Delhi,Commercial,1,4,1250,11,1,Unfurnished,23295392
Bangalore,Commercial,4,4,2105,17,1,Unfurnished,37294463
Mumbai,Commercial,1,1,4279,15,3,Semi Furnished,93519703
Vadodara,Commercial,5,4,1760,4,2,Fully Furnished,15010881
Hyderabad,Apartment,5,3,4795,0,3,Fully Furnished,42114283
Rajkot,Villa,1,3,744,21,2,Semi Furnished,4990843
Jaipur,Villa,4,1,750,21,0,Unfurnished,6328178
Delhi,House,3,3,2698,8,1,Fully Furnished,34388272
Hyderabad,Commercial,2,2,3391,19,2,Unfurnished,50534764
Vadodara,Villa,4,2,2093,17,0,Semi Furnished,14359889
Vadodara,Villa,1,3,2028,17,2,Fully Furnished,14186499
Vadodara,Villa,4,2,1907,12,1,Fully Furnished,13782747
Pune,Villa,1,2,4632,3,3,Semi Furnished,64303773
Ahmedabad,Commercial,5,3,3664,17,2,Unfurnished,31139407
Hyderabad,Villa,3,2,562,6,2,Fully Furnished,9199245
Delhi,Apartment,1,4,4466,5,0,Unfurnished,45431877
Pune,House,3,1,1204,11,1,Semi Furnished,13428321
Surat,Villa,3,4,1380,10,2,Unfurnished,10286030
Rajkot,House,3,2,3936,15,0,Unfurnished,17253155
Hyderabad,Villa,1,1,2677,4,0,Semi Furnished,35563609
Ahmedabad,Villa,2,4,3636,19,0,Fully Furnished,27753361
Hyderabad,Apartment,5,2,4415,0,2,Semi Furnished,38189079
Rajkot,Villa,4,2,1621,10,3,Semi Furnished,10638804
Pune,Commercial,4,4,2789,9,1,Unfurnished,44213345
Pune,Villa,3,3,3956,11,2,Fully Furnished,55778624
Vadodara,House,3,1,1179,25,3,Semi Furnished,6319349
Vadodara,Apartment,1,1,1777,25,2,Semi Furnished,7296025
Jaipur,House,1,2,1574,20,0,Semi Furnished,9449033
Surat,House,1,3,3284,15,0,Fully Furnished,17540365
Bangalore,House,1,3,2984,9,3,Semi Furnished,35407062
Vadodara,Commercial,2,4,4178,20,3,Fully Furnished,31086444
Bangalore,House,1,2,3500,16,1,Semi Furnished,40501898
Rajkot,Apartment,5,2,1916,22,0,Fully Furnished,8346221
Rajkot,Apartment,2,2,1673,20,0,Fully Furnished,6975178
Jaipur,Apartment,1,4,566,2,1,Semi Furnished,3841936
Hyderabad,House,2,4,3326,0,1,Semi Furnished,34301491
Delhi,Apartment,4,2,1980,11,3,Semi Furnished,21611434
Mumbai,Villa,5,3,4463,4,3,Unfurnished,87888566
Ahmedabad,Villa,2,1,4685,24,3,Semi Furnished,34862701
Rajkot,Apartment,4,1,5000,5,3,Unfurnished,19116543
Vadodara,Apartment,4,2,2124,14,1,Fully Furnished,10078790
Ahmedabad,Villa,2,2,1771,18,1,Fully Furnished,14183150
Vadodara,Apartment,4,3,1117,20,2,Unfurnished,5736305
Delhi,House,2,2,3163,20,2,Fully Furnished,39312399
Jaipur,House,3,3,2685,13,0,Semi Furnished,16776119
Hyderabad,House,2,4,2874,7,0,Fully Furnished,29953941
Mumbai,Villa,5,4,1454,5,3,Fully Furnished,30951910
Ahmedabad,House,5,2,4105,2,1,Unfurnished,23764193
Rajkot,Commercial,5,4,1421,6,3,Fully Furnished,11845055
Vadodara,House,2,2,730,25,0,Unfurnished,3573403
Bangalore,Apartment,5,2,1919,1,0,Semi Furnished,20336631
Hyderabad,Commercial,5,4,3361,21,1,Fully Furnished,51873632
Delhi,Villa,2,2,4882,12,0,Unfurnished,78423807
Ahmedabad,Villa,3,2,3677,20,0,Fully Furnished,27860714
Surat,Commercial,1,3,1835,6,0,Unfurnished,14129063
Jaipur,House,5,3,696,2,2,Unfurnished,6010146
Mumbai,House,1,2,540,18,3,Semi Furnished,8412662
Rajkot,Commercial,1,1,1689,12,0,Fully Furnished,11448963
Vadodara,Apartment,2,2,1467,21,3,Semi Furnished,6935516
Vadodara,Apartment,1,1,1449,3,3,Semi Furnished,6585681
Vadodara,House,1,1,761,14,1,Fully Furnished,4671077
Delhi,Commercial,2,2,2253,1,2,Fully Furnished,42330792
Bangalore,Commercial,3,2,4892,0,1,Semi Furnished,85169309
Delhi,Apartment,2,3,1942,3,0,Semi Furnished,20268812
Delhi,Commercial,5,2,3261,0,2,Unfurnished,60305420
Jaipur,Villa,4,2,640,18,1,Fully Furnished,6799741
Pune,Commercial,1,1,2258,22,2,Unfurnished,34868078
Ahmedabad,Apartment,2,4,1471,4,2,Unfurnished,7863951
Pune,Villa,5,3,3673,9,1,Unfurnished,51156155
Mumbai,Apartment,2,1,1653,15,0,Semi Furnished,20290093
Pune,House,4,2,4553,8,0,Unfurnished,47205106
Hyderabad,Apartment,4,4,683,13,1,Unfurnished,6658226
Mumbai,Apartment,3,3,2638,5,0,Unfurnished,32580322
Ahmedabad,House,1,1,638,19,2,Semi Furnished,4240699
Jaipur,Commercial,3,4,3025,19,0,Semi Furnished,27375322
Jaipur,Villa,3,3,3982,5,1,Semi Furnished,32259627
Surat,House,3,4,4056,0,0,Unfurnished,21874138
Ahmedabad,Apartment,5,1,817,6,0,Fully Furnished,5909113
Delhi,House,1,4,3765,8,0,Semi Furnished,45899737
Bangalore,Apartment,5,1,4734,3,2,Semi Furnished,46760619
Vadodara,Apartment,1,3,998,14,0,Unfurnished,4325257
Ahmedabad,Commercial,4,1,2519,1,3,Fully Furnished,22769222
Pune,Apartment,1,3,3458,16,2,Semi Furnished,30257820
Rajkot,Commercial,2,1,2110,0,0,Fully Furnished,14949231
Vadodara,Villa,5,3,4160,13,3,Fully Furnished,28499487
Hyderabad,Apartment,2,1,544,10,1,Fully Furnished,5770898
Jaipur,Commercial,2,4,2582,13,3,Semi Furnished,23589627
Surat,Villa,5,1,4797,7,1,Fully Furnished,34658917
Ahmedabad,Apartment,1,3,3801,13,3,Unfurnished,17805189
Pune,Apartment,1,1,914,14,3,Fully Furnished,9309061
Surat,Villa,1,1,2651,18,1,Fully Furnished,19043570
Surat,Villa,5,1,3080,7,0,Semi Furnished,22153081
Ahmedabad,Villa,5,1,2938,20,3,Semi Furnished,23108493
Hyderabad,House,1,2,4294,18,3,Fully Furnished,43429080
Bangalore,Commercial,5,3,1336,13,3,Unfurnished,24376250
Rajkot,Commercial,3,1,4473,15,2,Unfurnished,28899531
Vadodara,Villa,4,2,2227,23,2,Fully Furnished,16017556
Surat,Commercial,1,1,2663,5,3,Fully Furnished,21553626
Ahmedabad,House,4,1,4723,14,1,Unfurnished,26197547
Bangalore,Apartment,2,1,2625,3,0,Unfurnished,25549819
Jaipur,Commercial,2,1,1184,14,0,Fully Furnished,11643371
Delhi,Villa,5,1,1078,17,3,Semi Furnished,19041886
Delhi,House,2,1,4196,11,1,Fully Furnished,51888744
Delhi,Villa,4,1,4916,5,0,Unfurnished,79603106
Delhi,Apartment,4,4,3123,15,0,Unfurnished,32153091
Bangalore,Apartment,3,4,1249,24,0,Unfurnished,12651215
Hyderabad,Villa,2,4,4634,4,3,Fully Furnished,63059231
Jaipur,Commercial,1,3,853,18,2,Unfurnished,7593561
Mumbai,Apartment,5,4,1421,11,3,Unfurnished,19095369
Delhi,House,2,4,2827,21,1,Semi Furnished,34944718
Pune,Apartment,4,4,1988,9,0,Fully Furnished,19115113
Mumbai,Commercial,4,2,2669,19,3,Unfurnished,58803948
Hyderabad,Villa,2,1,4136,0,1,Fully Furnished,55968757
Surat,Commercial,2,2,3412,18,1,Fully Furnished,27221103
Mumbai,House,1,2,2678,17,3,Fully Furnished,40164384
Rajkot,Apartment,4,2,2617,12,3,Unfurnished,10762319
Hyderabad,Apartment,4,1,1019,2,2,Unfurnished,9630669
Surat,House,3,2,2175,22,3,Unfurnished,11755950
Rajkot,Commercial,4,1,3299,5,1,Unfurnished,21875575
Pune,Apartment,4,3,679,5,2,Semi Furnished,7663262
Hyderabad,House,3,1,1297,13,2,Fully Furnished,14220579
Rajkot,Villa,3,1,3911,12,0,Semi Furnished,23059362
Surat,House,3,1,4978,17,0,Semi Furnished,26098273
Delhi,House,1,3,1152,14,2,Semi Furnished,14966084
Surat,House,3,2,3731,20,3,Semi Furnished,20376673
Bangalore,House,5,4,4107,9,3,Fully Furnished,49622323
Surat,Villa,3,3,3068,25,0,Unfurnished,20872105
Jaipur,House,5,2,979,21,3,Semi Furnished,7372405
Bangalore,Apartment,3,1,1076,15,0,Semi Furnished,10861872
Rajkot,Commercial,2,4,3075,7,3,Fully Furnished,21279372
Surat,Villa,3,3,957,12,3,Unfurnished,7382579
Ahmedabad,Villa,2,3,4844,18,2,Unfurnished,35276039
Mumbai,Commercial,4,3,4062,13,3,Semi Furnished,89316631
Pune,Commercial,3,2,617,25,2,Semi Furnished,10609267
Pune,Commercial,4,3,4903,0,3,Semi Furnished,77200324
Rajkot,House,5,1,3982,4,1,Semi Furnished,18495025
Bangalore,Commercial,2,2,3930,10,2,Unfurnished,67766664
Bangalore,Villa,5,3,2375,1,0,Fully Furnished,38671164
Vadodara,House,1,2,1746,9,1,Semi Furnished,9095261
Hyderabad,Commercial,3,4,1600,24,2,Fully Furnished,25136603
Bangalore,Apartment,1,1,1948,8,0,Unfurnished,18746604
Delhi,Villa,5,4,991,0,0,Unfurnished,17703638
Jaipur,Commercial,4,4,1547,6,0,Unfurnished,14691852
Hyderabad,Apartment,3,4,1605,22,3,Semi Furnished,14483081
Bangalore,Apartment,2,1,1848,1,1,Fully Furnished,19144432
Rajkot,Commercial,3,2,4023,11,3,Fully Furnished,27120329
Hyderabad,Villa,2,3,2668,16,1,Semi Furnished,35788290
Surat,House,5,3,2574,11,2,Unfurnished,14280922
Bangalore,Villa,3,3,2836,20,3,Semi Furnished,44359916
Rajkot,Apartment,1,2,2085,4,3,Semi Furnished,8760865
Jaipur,Commercial,5,1,4192,14,3,Unfurnished,37623575
Mumbai,House,4,2,751,6,3,Fully Furnished,13092360
Surat,Commercial,3,1,4947,1,0,Fully Furnished,39230144
Rajkot,Apartment,3,3,2092,1,3,Fully Furnished,9637694
Pune,House,3,2,3211,7,2,Unfurnished,33564701
Surat,Apartment,4,4,4384,16,2,Fully Furnished,20383013
Bangalore,Villa,2,3,2581,8,2,Semi Furnished,40505809
Bangalore,Apartment,5,2,4883,11,0,Semi Furnished,47891505
Hyderabad,Apartment,1,3,2473,20,0,Unfurnished,20591298
Hyderabad,Villa,5,4,3986,18,1,Fully Furnished,54310200
Mumbai,Villa,4,2,4426,3,2,Semi Furnished,86648410
Mumbai,Commercial,2,1,1233,23,3,Fully Furnished,27972705
Vadodara,Villa,2,2,2354,18,3,Unfurnished,15635754
Rajkot,House,5,1,1736,3,3,Unfurnished,9127133
Vadodara,House,2,1,2237,5,1,Unfurnished,10841117
Surat,Apartment,2,2,1939,0,0,Unfurnished,9091179
Bangalore,Commercial,4,4,1438,1,0,Fully Furnished,27150019
Hyderabad,Commercial,1,1,4987,2,2,Unfurnished,74298894
Bangalore,Apartment,3,1,2427,17,2,Semi Furnished,24137319
Surat,Apartment,4,3,3949,25,1,Unfurnished,17440956
Mumbai,Commercial,5,3,1300,1,0,Unfurnished,29322722
Hyderabad,Commercial,2,1,3531,8,2,Fully Furnished,53815168
Hyderabad,Apartment,3,1,877,13,3,Fully Furnished,9175275
Bangalore,Villa,1,1,606,20,3,Semi Furnished,9924819
Surat,Apartment,2,3,512,25,3,Fully Furnished,3715066
Surat,Commercial,5,3,4345,1,0,Semi Furnished,35062182
Rajkot,Commercial,4,2,2910,17,1,Semi Furnished,19918249
Jaipur,Commercial,2,4,4261,25,0,Fully Furnished,37935490
Delhi,Commercial,5,1,4370,16,3,Fully Furnished,80736176
Pune,Apartment,3,4,1979,11,3,Unfurnished,18443506
Hyderabad,Commercial,1,2,1536,0,0,Unfurnished,23273938
Pune,Commercial,5,2,3614,0,2,Unfurnished,57324372
Ahmedabad,Villa,2,1,4276,11,2,Fully Furnished,32341824
Surat,Commercial,4,4,2882,22,0,Fully Furnished,23382591
Hyderabad,Villa,4,2,1111,3,1,Semi Furnished,16047686
Jaipur,Commercial,2,4,2681,5,1,Unfurnished,24289564
Pune,Apartment,4,1,2665,23,2,Semi Furnished,23715797
Surat,Villa,3,3,4482,1,2,Semi Furnished,32074407
Vadodara,Apartment,5,2,1534,11,3,Unfurnished,7326539
Ahmedabad,Apartment,4,2,3303,13,2,Unfurnished,16220171
Vadodara,House,2,3,4350,5,1,Fully Furnished,22127036
Mumbai,Apartment,1,1,4477,16,1,Unfurnished,53798535
Hyderabad,House,1,2,3938,2,3,Fully Furnished,40591187
Ahmedabad,Commercial,1,1,3378,17,0,Unfurnished,27108611
Jaipur,Villa,1,2,4299,25,0,Fully Furnished,33531679
Pune,House,4,1,857,23,2,Unfurnished,9728390
Ahmedabad,House,2,1,768,14,0,Semi Furnished,4826358
Ahmedabad,Apartment,4,3,1209,16,2,Fully Furnished,7583624
Mumbai,House,2,4,3884,18,1,Semi Furnished,56990953
Vadodara,Villa,3,4,1446,13,0,Fully Furnished,10987711
Vadodara,Commercial,2,3,4910,2,1,Fully Furnished,36042358
Ahmedabad,Villa,3,1,1759,11,3,Unfurnished,13581873
Surat,Commercial,3,2,3448,14,2,Fully Furnished,27820589
Pune,House,4,1,3822,8,3,Unfurnished,40484518
Hyderabad,House,5,2,2559,9,1,Fully Furnished,27473949
Vadodara,Villa,2,4,2940,12,1,Fully Furnished,19745336
Pune,Villa,1,4,4139,8,0,Semi Furnished,57217998
Hyderabad,Villa,3,1,3483,12,1,Unfurnished,46688955
Vadodara,Apartment,5,1,4930,10,2,Unfurnished,20371569
Hyderabad,Villa,1,1,2413,3,0,Unfurnished,32118735
Delhi,Commercial,1,1,1665,10,2,Fully Furnished,31436810
Bangalore,Apartment,2,2,694,12,2,Unfurnished,7323434
Mumbai,Apartment,2,1,1177,21,1,Unfurnished,14508000
Pune,Villa,1,1,1793,13,0,Unfurnished,24444827
Surat,Villa,2,2,3342,25,2,Semi Furnished,23289529
Ahmedabad,Commercial,3,1,4533,3,3,Fully Furnished,38742853
Vadodara,Commercial,5,1,3398,22,2,Fully Furnished,25583372
Rajkot,Apartment,1,1,3716,9,1,Semi Furnished,13393797
Rajkot,Apartment,1,3,3352,4,0,Unfurnished,12331218
Ahmedabad,Villa,1,1,4946,9,0,Unfurnished,35789371
Jaipur,House,5,3,3335,24,1,Semi Furnished,21004228
Pune,House,1,3,3677,2,0,Unfurnished,38132754
Hyderabad,Apartment,1,4,4010,17,0,Unfurnished,33380293
Bangalore,Commercial,4,3,861,24,1,Semi Furnished,16198388
Mumbai,House,2,2,2867,9,2,Unfurnished,41781307
Ahmedabad,Commercial,4,4,3588,24,1,Semi Furnished,30456829
Ahmedabad,House,2,3,590,2,3,Unfurnished,4483916
Pune,Villa,2,4,2004,9,0,Semi Furnished,28592735
Mumbai,House,5,1,2030,21,1,Unfurnished,30139073
Mumbai,Villa,1,1,624,23,0,Fully Furnished,12397568
Bangalore,Apartment,3,2,546,20,3,Fully Furnished,6952580
Rajkot,Apartment,2,1,1224,12,3,Semi Furnished,5364628
Vadodara,Apartment,3,3,4239,10,3,Semi Furnished,18475167
Vadodara,Apartment,2,4,3053,5,3,Unfurnished,13073863
Rajkot,Commercial,2,1,1658,14,2,Semi Furnished,11641352
Vadodara,Apartment,3,4,4295,0,1,Unfurnished,18217029
Surat,Apartment,3,2,2348,22,0,Unfurnished,10159828
Bangalore,House,1,2,1053,11,0,Fully Furnished,13291778
Ahmedabad,Villa,5,1,4053,3,0,Fully Furnished,31514335
Rajkot,Villa,3,1,3063,18,3,Fully Furnished,19096097
Vadodara,Apartment,4,1,912,24,2,Unfurnished,4558805
Delhi,House,1,4,1766,16,3,Unfurnished,22125792
Mumbai,Villa,3,1,1286,16,1,Unfurnished,25491131
Vadodara,Apartment,1,2,2251,19,2,Fully Furnished,9787552
Rajkot,House,2,1,2564,2,2,Semi Furnished,12229744
Mumbai,House,2,1,1040,13,2,Fully Furnished,16356817
Ahmedabad,House,1,2,795,20,1,Unfurnished,4383453
Vadodara,House,2,2,4095,15,2,Unfurnished,19597850
Rajkot,Villa,2,1,1570,16,0,Semi Furnished,9443760
Ahmedabad,Commercial,3,4,2114,0,0,Semi Furnished,18615420
Hyderabad,Commercial,4,3,3759,18,0,Fully Furnished,57496207
Rajkot,House,1,1,1826,19,0,Semi Furnished,7721823
Hyderabad,Villa,4,1,1803,18,1,Unfurnished,24185948
Mumbai,House,5,3,1047,19,3,Semi Furnished,16871881
Vadodara,Apartment,2,1,3938,15,0,Fully Furnished,16241791
Pune,Commercial,5,3,3921,12,3,Unfurnished,61793077
Rajkot,Commercial,2,1,4695,25,3,Semi Furnished,30482739
Ahmedabad,Villa,5,3,2586,9,0,Semi Furnished,20496645
Bangalore,House,3,2,2340,18,3,Semi Furnished,27734950
Mumbai,Commercial,2,4,2054,4,1,Semi Furnished,45557632
Bangalore,Apartment,1,3,1703,8,1,Semi Furnished,16922621
Pune,Villa,3,2,1330,21,0,Fully Furnished,19629939
Jaipur,Apartment,5,4,1708,20,1,Fully Furnished,10424648
Surat,Commercial,3,2,2146,17,2,Unfurnished,16889246
Mumbai,Commercial,2,3,971,11,1,Unfurnished,21606049
Mumbai,House,1,2,1135,2,2,Fully Furnished,18198698
Hyderabad,Commercial,1,3,2687,11,3,Fully Furnished,41394488
Jaipur,Villa,4,3,4215,12,2,Fully Furnished,34623000
Rajkot,Villa,2,4,3536,18,3,Semi Furnished,21213719
Bangalore,Commercial,1,4,2209,8,1,Unfurnished,38259585
Pune,Villa,3,1,4886,22,0,Fully Furnished,67697769
Jaipur,Villa,5,1,3299,5,3,Fully Furnished,27760842
Pune,Villa,5,4,3752,9,3,Unfurnished,52720523
Rajkot,Apartment,4,3,1619,7,2,Fully Furnished,7815927
Mumbai,House,4,1,2842,1,2,Fully Furnished,43470709
Jaipur,House,2,2,3903,3,2,Semi Furnished,23830233
Rajkot,Apartment,4,4,2302,21,3,Unfurnished,9191313
Ahmedabad,Apartment,5,1,4560,16,2,Unfurnished,21618990
Surat,Apartment,3,4,1256,17,2,Semi Furnished,6564216
Rajkot,Villa,3,2,4046,16,3,Semi Furnished,24037631
Hyderabad,Apartment,1,4,2089,20,1,Fully Furnished,18056344
Delhi,Commercial,3,2,2323,14,3,Semi Furnished,43102471
Jaipur,Commercial,4,3,3831,6,1,Semi Furnished,34503410
Surat,Villa,1,1,3425,4,3,Fully Furnished,24381936
Ahmedabad,Villa,3,1,797,0,1,Semi Furnished,7025236
Vadodara,Apartment,3,2,3119,14,1,Unfurnished,13060187
Ahmedabad,Villa,2,1,2282,24,3,Fully Furnished,17571463
Hyderabad,House,1,2,1496,6,3,Fully Furnished,16433303
Pune,House,5,4,1941,23,0,Fully Furnished,21668745
Jaipur,Commercial,2,3,1547,23,2,Fully Furnished,14860439
Rajkot,House,2,2,1735,20,3,Unfurnished,7836338
Delhi,House,1,3,3478,15,1,Semi Furnished,42397455
Vadodara,House,4,4,1213,16,2,Unfurnished,7169190
Bangalore,Apartment,1,4,873,16,1,Semi Furnished,9315516
Surat,House,2,4,816,3,0,Semi Furnished,5168377
Vadodara,Commercial,1,3,2320,17,1,Fully Furnished,17255394
Hyderabad,Commercial,3,3,3797,15,1,Semi Furnished,57432836
Mumbai,House,2,2,2275,22,1,Unfurnished,32929225
Delhi,Apartment,1,3,2578,4,2,Fully Furnished,27723571
Vadodara,House,2,3,3817,1,3,Unfurnished,19142489
Rajkot,Villa,1,4,2484,20,3,Unfurnished,14280307
Surat,Apartment,3,4,4528,8,0,Unfurnished,19674219
Hyderabad,Villa,2,3,1499,20,2,Unfurnished,19981090
Surat,House,4,2,3787,21,0,Fully Furnished,20662236
Bangalore,House,5,4,3493,12,0,Semi Furnished,41560497
Hyderabad,Apartment,3,3,2559,18,0,Unfurnished,21354361
